İlçe,Tarih,PM10 (µg/m3),PM2.5 (µg/m3),SO2 (µg/m3),CO (µg/m3),NO2 (µg/m3),NOX (µg/m3),NO (µg/m3),O3 (µg/m3),Maks_Sıcaklik_C,Toplam_Yağış_mm,Maks_Rüzgar_Hızı_kmh,average_traffic_index,Ay,Durum,Sağlık_Risk_Durumu
Kumköy,06.03.2024,24.63,15.09,,280.47,7.89,12.96,3.32,,8.7,2.5,20.4,38.59375,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.03.2024,24.63,15.08,,304.62,15.84,102.76,56.81,,10.1,0.0,15.2,39.107638888888886,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,08.03.2024,24.63,15.08,,268.82,9.56,24.75,9.93,,7.3,11.3,18.4,48.375,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.03.2024,24.63,15.08,,449.59,15.87,104.81,58.15,,10.9,0.0,12.0,21.09059233449477,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.03.2024,24.63,15.08,,524.34,25.85,305.82,182.98,,18.1,0.0,14.8,26.717770034843205,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.03.2024,24.63,15.08,,330.11,29.95,417.85,253.53,,17.6,4.7,22.9,33.611111111111114,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.03.2024,24.63,15.08,,395.96,12.18,43.51,20.49,,14.8,2.4,27.0,30.072916666666664,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,14.03.2024,24.63,15.08,,396.79,15.11,67.05,33.95,,13.9,3.1,13.5,29.64930555555556,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,15.03.2024,24.62,15.08,,406.48,9.28,30.33,13.73,,8.7,8.8,16.8,32.329861111111114,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,16.03.2024,24.62,15.08,,356.48,12.3,50.78,25.17,,10.6,0.3,11.9,21.121951219512194,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.03.2024,24.62,15.08,,382.9,10.7,38.95,18.45,,10.8,0.0,15.2,13.689795918367349,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.03.2024,24.62,15.08,,290.02,8.98,32.09,15.09,,8.6,3.0,23.9,32.135416666666664,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.03.2024,24.62,15.08,,289.64,19.56,110.3,59.29,,11.9,0.0,10.5,26.34027777777777,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.03.2024,24.62,15.08,,238.4,21.25,126.53,68.81,,15.7,0.0,24.4,18.02777777777777,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.03.2024,24.62,15.07,,204.39,10.3,30.0,12.88,,15.3,3.9,37.4,33.95422535211268,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.03.2024,24.62,15.07,,348.12,15.04,43.01,18.28,,14.4,0.0,19.6,31.24652777777777,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.03.2024,24.61,15.07,,230.15,30.65,122.19,57.65,,18.3,3.6,13.6,27.709923664122137,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.04.2024,24.61,15.07,,236.6,105.73,143.66,37.92,,25.2,0.0,21.7,34.13240418118467,4,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.04.2024,24.61,15.07,,311.6,102.09,140.86,38.78,,23.0,0.6,10.8,35.36140350877193,4,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.04.2024,24.61,15.07,,220.44,68.68,79.5,10.82,,16.5,0.0,17.3,35.8448275862069,4,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.04.2024,24.61,15.07,,267.88,42.42,45.16,2.73,,15.0,0.1,28.5,33.02430555555556,4,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.04.2024,24.61,15.07,,280.67,35.77,37.69,1.91,,15.9,18.0,23.4,26.062717770034844,4,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.04.2024,24.61,15.07,,280.44,37.52,39.47,1.95,,14.3,4.5,23.1,33.1184668989547,4,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.04.2024,24.6,15.07,,277.38,37.68,39.74,2.07,,14.6,2.9,25.5,38.1958041958042,4,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.05.2024,24.6,15.07,,311.76,36.0,37.84,1.86,,14.1,7.7,25.8,20.76736111111111,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.05.2024,24.6,15.07,,309.43,84.6,123.56,38.97,,18.1,3.6,24.7,37.80968858131488,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.05.2024,24.6,15.06,,153.14,95.98,129.8,33.8,,22.7,0.0,14.5,35.6875,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,09.05.2024,24.6,15.06,,203.64,45.99,48.67,2.67,,16.0,0.2,22.0,36.487804878048784,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.05.2024,24.59,15.06,,303.19,59.97,63.94,3.98,,15.9,5.5,33.3,37.20833333333333,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.05.2024,24.59,15.06,,313.28,56.68,65.65,8.94,,15.7,5.3,33.7,33.9859649122807,5,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.05.2024,24.59,15.05,,323.3,76.95,109.4,32.47,,18.0,0.0,16.0,29.09059233449477,5,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.05.2024,24.58,15.05,,292.73,57.12,63.2,6.09,,17.8,0.0,17.2,34.122807017543856,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.05.2024,24.58,15.04,,375.35,65.71,73.71,7.99,,18.5,0.0,13.6,34.77430555555556,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.05.2024,24.58,15.04,,232.98,61.83,67.12,5.3,,18.2,0.2,22.7,36.55902777777778,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.05.2024,24.58,15.04,,215.42,72.95,83.27,10.32,,18.8,5.6,19.9,37.770034843205565,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.05.2024,24.58,15.04,,241.4,68.27,80.96,12.67,,19.5,0.0,19.4,35.34859154929577,5,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.05.2024,24.58,15.04,,247.4,59.97,65.66,5.7,,18.4,0.1,27.8,25.354166666666664,5,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.05.2024,24.57,15.04,,299.88,81.47,101.16,18.84,,25.0,0.0,14.3,36.74652777777778,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,31.05.2024,24.57,15.04,,298.59,19.03,38.86,12.97,,27.6,0.0,13.6,36.017361111111114,5,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.06.2024,24.57,15.04,,235.83,20.32,43.52,15.17,,29.1,0.0,16.7,34.21830985915493,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.06.2024,24.57,15.04,,313.33,21.86,46.72,16.24,,29.0,0.0,14.9,25.03135888501742,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.06.2024,24.57,15.04,,313.38,15.22,23.49,5.65,,25.9,0.0,15.2,35.751748251748246,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.06.2024,24.56,15.03,,257.69,10.93,12.9,1.27,,26.9,0.0,12.6,38.21527777777778,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.06.2024,24.56,15.03,,276.3,18.24,17.73,0.66,,24.5,0.0,21.3,41.25,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,09.06.2024,24.56,15.03,,225.3,8.99,9.86,0.57,,24.8,0.0,17.6,24.73958333333333,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.06.2024,24.55,15.03,,329.91,21.06,30.38,6.19,,35.4,0.0,16.4,39.5609756097561,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.06.2024,24.55,15.03,,168.41,34.48,69.77,23.08,,27.5,0.0,15.0,42.86458333333333,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.06.2024,24.55,15.02,,238.36,27.47,51.4,15.65,,25.4,0.0,17.1,18.069930069930063,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.06.2024,24.55,15.02,,113.43,26.17,54.83,18.74,,25.0,0.0,21.7,11.993055555555555,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.06.2024,24.55,15.02,,209.12,23.08,47.17,15.75,,25.0,0.0,22.1,11.442508710801391,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.06.2024,24.55,15.01,,203.68,20.51,36.16,10.24,,24.5,0.0,29.2,11.086805555555555,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.06.2024,24.54,15.01,,232.57,18.19,33.46,9.99,,25.1,0.4,23.6,25.18402777777777,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.06.2024,24.54,15.01,,162.8,17.33,35.1,11.61,,25.3,0.0,25.7,31.87456445993032,6,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.06.2024,24.54,15.01,,190.49,25.83,59.45,21.97,,25.2,0.5,29.5,34.35034013605442,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.06.2024,24.54,15.01,,208.95,29.78,65.81,23.54,,26.0,0.0,17.8,21.565972222222225,6,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.07.2024,24.53,15.0,,200.42,25.38,58.37,21.56,,26.2,0.0,19.7,34.87328767123288,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,02.07.2024,24.53,15.0,,141.21,23.17,56.58,21.83,,26.6,0.0,15.8,33.50519031141869,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,03.07.2024,24.52,15.0,,141.1,26.14,58.4,21.09,,26.5,0.1,24.8,34.91319444444444,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,04.07.2024,24.52,15.0,,204.02,25.29,52.25,17.63,,25.1,6.3,22.5,37.26736111111112,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,05.07.2024,24.52,15.0,,169.32,23.69,55.79,20.98,,25.6,0.4,19.7,34.61805555555556,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,06.07.2024,24.51,15.0,,170.12,22.24,54.57,21.13,,26.6,1.1,28.8,26.565972222222225,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,07.07.2024,24.51,15.0,,191.32,26.08,53.13,17.69,,26.6,0.0,23.3,21.041666666666664,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,11.07.2024,24.5,15.0,,328.67,25.87,91.11,42.65,,26.5,5.6,22.6,34.404181184668985,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,12.07.2024,24.49,15.0,,268.58,24.55,84.23,39.0,,27.7,2.4,22.6,34.52083333333333,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,13.07.2024,24.49,15.0,,163.9,24.3,80.33,36.63,,28.1,0.2,23.5,26.75,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,14.07.2024,24.49,14.99,,366.38,22.42,67.77,29.64,,28.2,0.0,20.4,16.765734265734263,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,15.07.2024,24.49,14.99,,181.06,24.33,75.83,33.68,,28.6,0.1,21.9,17.121951219512194,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,18.07.2024,24.49,14.99,,304.26,22.51,73.1,33.07,,29.8,0.0,17.7,32.77700348432056,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,27.07.2024,24.48,14.99,,301.76,17.8,47.24,19.23,,26.0,3.6,23.3,28.27177700348432,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,28.07.2024,24.48,14.99,,122.35,23.33,56.2,21.48,,28.0,1.5,23.9,20.034843205574912,7,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,29.07.2024,24.48,14.99,,298.84,27.02,57.14,19.68,,28.7,0.0,24.8,30.698961937716263,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,30.07.2024,24.47,14.99,,77.94,26.1,53.11,17.65,,27.6,1.7,31.2,34.96283783783784,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,31.07.2024,24.47,14.98,,257.17,23.64,41.8,11.87,,26.5,0.0,24.5,32.96875,7,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,01.08.2024,24.47,14.98,,82.05,27.61,54.95,17.87,,26.6,0.0,23.1,33.33797909407665,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,02.08.2024,24.47,14.98,,99.8,29.34,57.88,18.65,,26.9,0.0,20.0,31.979166666666664,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,03.08.2024,24.47,14.98,,184.45,32.2,70.96,25.33,,28.0,0.0,15.8,26.105263157894736,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,04.08.2024,24.46,14.98,,248.8,33.45,73.47,26.17,,29.0,1.2,16.2,18.28125,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,05.08.2024,24.46,14.98,,195.48,28.75,56.44,18.1,,26.9,0.6,21.2,29.5,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,06.08.2024,24.46,14.97,,196.98,35.48,65.62,19.69,,27.5,0.0,13.7,29.60763888888889,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,07.08.2024,24.46,14.97,,197.84,29.97,60.95,20.25,,25.0,1.2,22.3,28.178571428571427,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,08.08.2024,24.46,14.97,,193.1,27.91,57.98,19.64,,27.0,0.7,19.4,37.62694300518135,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,09.08.2024,24.45,14.97,,251.13,26.63,63.8,24.3,,27.5,1.0,23.0,29.83127572016461,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,10.08.2024,24.44,14.97,,334.85,28.53,66.56,24.84,,27.7,0.0,22.0,31.015075376884425,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,11.08.2024,24.44,14.97,,314.29,28.5,64.0,23.21,,28.4,0.8,22.4,20.672727272727272,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,12.08.2024,24.44,14.97,,284.68,28.35,69.92,27.16,,27.8,0.0,21.4,29.003484320557487,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,13.08.2024,24.43,14.97,,271.07,27.64,64.22,23.91,,28.5,0.0,21.3,30.79861111111111,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,14.08.2024,24.43,14.96,,243.22,21.92,49.06,16.22,,28.5,0.0,32.2,30.569444444444443,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,15.08.2024,24.43,14.96,,136.54,23.11,46.71,15.43,,27.6,0.0,27.8,34.50349650349651,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,16.08.2024,24.42,14.96,,165.39,27.36,57.28,19.56,,27.0,0.0,27.8,31.807017543859647,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,17.08.2024,24.42,14.96,,246.7,24.6,45.1,13.39,,27.2,0.0,27.2,27.57839721254356,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,18.08.2024,24.42,14.96,,,25.59,45.82,13.22,,27.4,0.2,23.4,20.30902777777777,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,19.08.2024,24.42,14.95,,,33.59,63.53,19.55,,27.4,0.4,13.7,30.75261324041812,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,20.08.2024,24.42,14.95,,220.0,29.0,58.45,19.25,,26.8,0.0,14.8,31.54513888888889,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,21.08.2024,24.41,14.95,,303.33,29.37,62.18,21.45,,26.7,1.3,17.3,32.39583333333333,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,22.08.2024,24.41,14.95,,330.27,28.57,59.01,19.88,,28.0,0.0,16.7,32.20629370629371,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,23.08.2024,24.41,14.95,,246.99,26.97,61.55,22.63,,28.1,0.0,19.0,32.62717770034843,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,24.08.2024,24.4,14.94,,172.35,26.53,59.5,21.55,,27.9,0.2,21.3,27.574912891986063,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,25.08.2024,24.4,14.94,,232.83,22.56,44.09,14.07,,27.7,0.1,21.9,20.045296167247383,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,26.08.2024,24.4,14.94,,225.14,25.66,58.98,21.77,,27.8,0.3,22.0,29.149825783972123,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,27.08.2024,24.4,14.94,,254.51,24.66,50.54,16.91,,27.9,4.2,20.7,33.40559440559441,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,28.08.2024,24.4,14.94,,224.95,27.24,55.43,18.43,,26.5,0.7,13.6,32.15625,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,29.08.2024,24.4,14.93,,294.1,31.95,52.98,13.74,,27.9,1.4,13.7,35.142857142857146,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,30.08.2024,24.39,14.93,,212.07,28.68,62.82,22.31,,25.4,3.3,23.6,23.662020905923345,8,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,31.08.2024,24.39,14.93,,268.77,26.59,54.72,18.39,,26.6,0.9,15.5,23.55555555555556,8,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,01.09.2024,24.39,14.93,,63.15,25.6,50.94,16.57,,25.2,6.8,14.0,21.90592334494773,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,02.09.2024,24.39,14.93,,284.02,23.12,43.72,13.48,,24.2,26.0,13.4,31.36013986013986,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,03.09.2024,24.38,14.93,,168.08,28.01,51.13,15.12,,27.5,0.1,12.8,34.24390243902439,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,04.09.2024,24.38,14.93,,281.47,27.79,54.4,17.4,,26.4,0.3,21.4,35.13937282229965,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,05.09.2024,24.38,14.92,,315.64,28.0,46.23,11.9,,26.0,0.0,14.8,37.32068965517241,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,06.09.2024,24.38,14.92,,304.25,28.07,44.06,10.44,,25.3,0.0,12.6,36.48096885813149,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,07.09.2024,24.38,14.92,,230.06,21.94,38.73,10.97,,24.8,3.0,18.5,33.510416666666664,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,08.09.2024,24.37,14.92,,227.12,15.41,31.95,10.8,,23.6,8.4,26.6,26.602787456445995,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,09.09.2024,24.37,14.92,,286.35,15.8,29.63,9.03,,25.0,1.3,14.3,31.725694444444443,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,11.09.2024,24.37,14.92,,323.92,40.2,74.91,21.37,,27.6,0.3,19.5,35.60481099656357,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,12.09.2024,24.37,14.91,,144.05,35.0,50.99,10.41,,27.7,1.3,18.5,36.266435986159166,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,13.09.2024,24.35,14.91,,228.22,55.01,78.64,14.2,,29.6,0.1,17.9,35.40972222222222,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,14.09.2024,24.35,14.91,,200.73,35.45,47.79,8.06,,30.3,0.0,24.5,34.75694444444444,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,15.09.2024,24.35,14.91,,107.13,16.39,33.32,11.06,,24.3,3.0,23.1,26.88888888888889,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,16.09.2024,24.34,14.91,,284.53,19.3,29.64,6.77,,23.3,1.8,15.5,33.52430555555556,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,17.09.2024,24.34,14.91,,173.4,17.78,28.33,6.89,,22.1,18.3,19.3,37.404181184668985,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,18.09.2024,24.34,14.9,,97.75,19.95,32.84,8.41,,23.1,12.5,21.1,34.204861111111114,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,19.09.2024,24.34,14.9,,236.13,16.63,27.6,7.17,,22.6,1.0,22.7,35.05902777777778,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,20.09.2024,24.34,14.9,,193.04,20.64,36.83,10.58,,23.1,4.7,21.9,37.0383275261324,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,21.09.2024,24.34,14.9,,259.34,17.85,31.53,8.94,,22.5,18.5,24.0,33.958188153310104,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,22.09.2024,24.34,14.9,,217.53,23.55,32.25,5.68,,23.6,2.0,26.3,25.51736111111111,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,23.09.2024,24.33,14.9,,226.22,26.47,41.7,9.95,,22.4,0.9,17.4,33.43402777777778,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,24.09.2024,24.33,14.9,,254.42,26.68,48.07,13.98,,23.0,0.0,10.9,34.22727272727273,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,25.09.2024,24.32,14.9,,289.43,25.85,44.53,12.19,,23.7,0.0,13.3,35.642361111111114,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,26.09.2024,24.32,14.9,,270.64,25.73,44.84,12.46,,23.4,0.0,14.1,36.404181184668985,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,27.09.2024,24.32,14.9,,176.22,26.83,49.36,14.68,,23.6,0.0,18.3,36.21180555555556,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,28.09.2024,24.32,14.9,,216.42,20.27,40.63,13.28,,24.0,0.0,13.3,36.04577464788732,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,29.09.2024,24.31,14.9,,240.53,24.26,45.52,13.87,,25.8,0.7,18.5,28.690972222222225,9,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,30.09.2024,24.31,14.9,,294.62,15.6,30.99,10.04,,19.4,14.5,30.9,38.10320284697509,9,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,01.10.2024,24.31,14.89,,241.15,20.76,29.18,5.49,,17.8,2.5,25.0,34.6875,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,02.10.2024,24.3,14.89,,131.84,17.75,31.45,8.95,,19.5,0.1,25.1,34.02491103202847,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,03.10.2024,24.3,14.89,,232.07,39.79,68.85,18.94,,23.4,0.0,10.7,35.35664335664336,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,04.10.2024,24.3,14.89,,303.04,52.6,74.36,14.18,,27.1,0.0,22.4,36.13235294117647,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,05.10.2024,24.3,14.89,,288.68,56.09,77.1,13.7,,30.0,0.0,12.8,35.41549295774648,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,06.10.2024,24.3,14.88,,274.05,49.4,81.82,21.12,,27.3,0.4,19.6,27.27777777777777,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,07.10.2024,24.3,14.88,,176.69,20.8,40.3,12.73,,20.2,2.2,15.4,35.536585365853654,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,08.10.2024,24.3,14.88,,210.18,26.1,41.8,10.24,,21.2,0.0,19.6,37.63028169014085,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,09.10.2024,24.29,14.88,,230.65,33.59,51.54,11.7,,25.8,0.0,21.5,36.54895104895105,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,10.10.2024,24.29,14.88,,146.94,35.41,55.4,13.04,,25.3,0.0,20.5,38.14685314685315,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,11.10.2024,24.29,14.88,,142.44,53.67,96.67,35.01,,27.1,0.0,21.2,37.27208480565371,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,12.10.2024,24.28,14.87,,149.67,35.65,74.61,29.47,,21.9,13.0,21.8,37.55434782608696,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,13.10.2024,24.28,14.87,,307.32,23.91,63.24,30.11,,17.5,0.2,18.3,25.503472222222225,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,14.10.2024,24.28,14.87,,259.82,32.44,77.35,32.78,,19.5,0.0,8.3,32.71875,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,15.10.2024,24.28,14.87,,258.25,36.04,79.83,47.68,,19.6,0.0,18.7,37.12891986062718,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,16.10.2024,24.27,14.87,,217.16,32.22,87.8,47.46,,18.7,3.3,29.6,38.5583038869258,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,17.10.2024,24.27,14.87,,218.6,34.32,100.12,42.98,,14.6,3.0,29.6,40.65277777777778,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,18.10.2024,24.27,14.87,,124.8,14.47,34.96,13.84,,14.9,3.3,25.4,2.2333333333333334,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,19.10.2024,24.26,14.87,,200.48,7.67,21.95,13.8,,15.1,3.9,18.2,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,20.10.2024,24.26,14.86,,189.74,7.19,22.67,10.72,,15.4,0.7,20.8,22.304501314408412,10,Hafta Sonu,Düşük Risk (Güvenli)
Kumköy,21.10.2024,24.25,14.86,,133.61,5.6,15.95,7.15,,14.7,0.4,18.1,28.02525183722555,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,22.10.2024,24.25,14.86,,173.49,3.26,13.19,6.47,,17.1,0.0,16.3,30.75783507366508,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,23.10.2024,24.25,14.86,,244.57,1.22,6.83,3.71,,17.0,0.0,17.8,31.735211470217013,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,24.10.2024,24.25,14.86,,161.54,2.34,6.98,3.43,,16.6,0.8,22.2,32.78034127440995,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,25.10.2024,24.25,14.86,,196.16,2.21,8.07,4.14,,16.4,2.5,23.8,31.148445222491286,10,Hafta İçi,Düşük Risk (Güvenli)
Kumköy,26.10.2024,24.25,14.86,,182.49,4.62,17.45,8.8,,16.6,0.0,20.2,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
